,test_data,model_type,clf,parameters,auc-roc,p_at_1,p_at_2,p_at_5,p_at_10,p_at_20,p_at_30,p_at_50,p_at_70,p_at_100,r_at_1,r_at_2,r_at_5,r_at_10,r_at_20,r_at_30,r_at_50,r_at_70,r_at_100,f_at_1,f_at_2,f_at_5,f_at_10,f_at_20,f_at_30,f_at_50,f_at_70,f_at_100,acc_at_1,acc_at_2,acc_at_5,acc_at_10,acc_at_20,acc_at_30,acc_at_50,acc_at_70,acc_at_100,time_exec
10,test1,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=200,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 200, 'min_samples_split': 5}",0.9017478522458445,0.9263157894736842,0.9315789473684211,0.9136842105263158,0.9095688748685594,0.9185496584340515,0.9155571128241066,0.8984654193819634,0.7321321321321321,0.5447188649500788,0.016978583831757668,0.03415010611614895,0.0837352884429867,0.16689176152807256,0.33725641520355004,0.5041481767316226,0.8246189465560486,0.9407678950414817,1.0,0.03334596438044714,0.06588498045784477,0.1534110993283846,0.2820345614607108,0.49336720293536546,0.6502426278462112,0.8599597585513079,0.8234400067550451,0.7052660225881072,0.4637940094587493,0.4725170782974251,0.49658434051497635,0.5371518654755649,0.6227009984235418,0.7045717288491855,0.8537046768260641,0.7802417235943248,0.5447188649500788,2019/6/14 4:35
11,test1,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=200,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 200, 'min_samples_split': 10}",0.9186470248908419,0.9052631578947369,0.9,0.9178947368421052,0.9211356466876972,0.9243300052548608,0.9211632796075683,0.9049821315955434,0.7475975975975976,0.5447188649500788,0.01659270692649045,0.03299247540034729,0.08412116534825391,0.16901408450704225,0.3393787381825198,0.5072351919737603,0.8306000385876905,0.9606405556627435,1.0,0.0325881015536188,0.06365159128978225,0.1541180629197596,0.28562112813824586,0.4964719164549816,0.6542242130148064,0.8661971830985915,0.8408342480790341,0.7052660225881072,0.4633736205990541,0.47125591171833947,0.49700472937467155,0.5394640042038886,0.6250131371518655,0.7079348397267472,0.86022070415134,0.8018917498686284,0.5447188649500788,2019/6/14 4:35
12,test1,LR,"LogisticRegression(C=100, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=1000, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 0.001, 'penalty': 'l2'}",0.940205291501854,0.9789473684210527,0.9736842105263158,0.9578947368421052,0.9495268138801262,0.930635838150289,0.924667133847232,0.9003573680891318,0.7782282282282282,0.5447188649500788,0.017943276094925718,0.03569361373721783,0.08778699594829249,0.17422342272814972,0.3416939996141231,0.5091645765000965,0.8263553926297511,1.0,1.0,0.035240621447517995,0.06886283268192815,0.16083421703782252,0.2944245190740137,0.4998588766581993,0.6567127037451785,0.8617706237424546,0.8752849784682936,0.7052660225881072,0.4648449816079874,0.47419863373620597,0.5009984235417762,0.545139253809774,0.6275354703100368,0.7100367840252233,0.8555964266946926,0.8447714135575407,0.5447188649500788,2019/6/14 4:35
13,test1,LR,"LogisticRegression(C=100, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=1000, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l2'}",0.9542491799225002,0.9894736842105263,0.9894736842105263,0.9831578947368421,0.9737118822292324,0.953757225433526,0.9393833216538192,0.919697288206853,0.7782282282282282,0.5447188649500788,0.01813621454755933,0.03627242909511866,0.09010225737989581,0.17866100713872274,0.35018329153000194,0.5172679915107081,0.8441057302720432,1.0,1.0,0.03561955286093217,0.06997952726595943,0.1650759985860728,0.30192370394522333,0.5122777307366638,0.6671643648127411,0.880281690140845,0.8752849784682936,0.7052660225881072,0.46505517603783497,0.4748292170257488,0.5035207566999474,0.549973725696269,0.6367840252233316,0.7188649500788229,0.8749343142406726,0.8447714135575407,0.5447188649500788,2019/6/14 4:35
14,test1,LR,"LogisticRegression(C=100, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=1000, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 100, 'penalty': 'l2'}",0.9539354990541027,0.9894736842105263,0.9894736842105263,0.9831578947368421,0.9737118822292324,0.9511297950604309,0.9383321653819201,0.9194870716838344,0.7782282282282282,0.5447188649500788,0.01813621454755933,0.03627242909511866,0.09010225737989581,0.17866100713872274,0.3492185992668339,0.5166891761528073,0.8439127918194096,1.0,1.0,0.03561955286093217,0.06997952726595943,0.1650759985860728,0.30192370394522333,0.5108664973186565,0.6664178175936295,0.8800804828973843,0.8752849784682936,0.7052660225881072,0.46505517603783497,0.4748292170257488,0.5035207566999474,0.549973725696269,0.6357330530740936,0.7182343667892801,0.874724119810825,0.8447714135575407,0.5447188649500788,2019/6/14 4:35
15,test1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=40, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=200, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.9462252429055926,1.0,0.9894736842105263,0.9536842105263158,0.9442691903259727,0.9364161849710982,0.9323756131744919,0.9102375446710111,0.7774774774774775,0.5447188649500788,0.018329153000192937,0.03627242909511866,0.08740111904302528,0.17325873046498166,0.3438163225930928,0.5134092224580359,0.8354234999035308,0.9990353077368319,1.0,0.035998484274346335,0.06997952726595943,0.16012725344644752,0.29279426149331594,0.5029635901778154,0.662187383351997,0.8712273641851107,0.874440597821498,0.7052660225881072,0.4652653704676826,0.4748292170257488,0.500578034682081,0.544088281660536,0.6298476090383605,0.7146610614818707,0.8654755648975302,0.8437204414083027,0.5447188649500788,2019/6/14 4:35
16,test1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=40, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=200, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200, 'n_jobs': -1}",0.9465834840052598,0.9894736842105263,0.9842105263157894,0.96,0.9484752891692955,0.9348397267472413,0.9288717589348283,0.9114988438091234,0.7782282282282282,0.5447188649500788,0.01813621454755933,0.03607949064248505,0.08797993440092611,0.17403048427551612,0.343237507235192,0.5114798379316998,0.8365811306193325,1.0,1.0,0.03561955286093217,0.06960729573794901,0.16118769883351006,0.29409846755787417,0.5021168501270111,0.6596988926216251,0.8724346076458753,0.8752849784682936,0.7052660225881072,0.46505517603783497,0.4746190225959012,0.5012086179716237,0.5449290593799264,0.6292170257488177,0.7125591171833946,0.8667367314766159,0.8447714135575407,0.5447188649500788,2019/6/14 4:35
17,test1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=40, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=200, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.9526651872937113,0.9894736842105263,0.9842105263157894,0.9536842105263158,0.9579390115667719,0.9500788229111928,0.9407848633496847,0.9194870716838344,0.7782282282282282,0.5447188649500788,0.01813621454755933,0.03607949064248505,0.08740111904302528,0.1757669303492186,0.34883272236156665,0.5180397453212425,0.8439127918194096,1.0,1.0,0.03561955286093217,0.06960729573794901,0.16012725344644752,0.29703293120313007,0.5103020039514535,0.6681597611048898,0.8800804828973843,0.8752849784682936,0.7052660225881072,0.46505517603783497,0.4746190225959012,0.500578034682081,0.5468208092485549,0.6353126642143984,0.7197057277982134,0.874724119810825,0.8447714135575407,0.5447188649500788,2019/6/14 4:35
18,test1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=40, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=200, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 200, 'n_jobs': -1}",0.9520460428109583,0.9894736842105263,0.9736842105263158,0.9536842105263158,0.9495268138801262,0.9485023646873357,0.9411352487736511,0.9159133907925163,0.778078078078078,0.5447188649500788,0.01813621454755933,0.03569361373721783,0.08740111904302528,0.17422342272814972,0.3482539070036658,0.5182326837738761,0.8406328381246383,0.9998070615473664,1.0,0.03561955286093217,0.06886283268192815,0.16012725344644752,0.2944245190740137,0.5094552639006492,0.6684086101779271,0.8766599597585513,0.8751161023389344,0.7052660225881072,0.46505517603783497,0.47419863373620597,0.500578034682081,0.545139253809774,0.6346820809248555,0.719915922228061,0.8711508145034157,0.8445612191276931,0.5447188649500788,2019/6/14 4:36
19,test1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=40, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=200, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 40, 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.9509020629805981,0.9473684210526315,0.9473684210526315,0.9578947368421052,0.953732912723449,0.9453494482396216,0.9386825508058865,0.9165440403615724,0.7773273273273273,0.5447188649500788,0.01736446073702489,0.03472892147404978,0.08778699594829249,0.17499517653868416,0.34709627628786416,0.5168821146054409,0.8412116534825391,0.9988423692841983,1.0,0.034103827207275485,0.06700167504187605,0.16083421703782252,0.29572872513857185,0.5077617837990404,0.6666666666666667,0.8772635814889337,0.8742717216921388,0.7052660225881072,0.4642143983184446,0.47314766158696797,0.5009984235417762,0.5459800315291645,0.6334209143457699,0.7184445612191277,0.8717813977929585,0.8435102469784551,0.5447188649500788,2019/6/14 4:36
20,test1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=40, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=200, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 40, 'min_samples_split': 10, 'n_estimators': 200, 'n_jobs': -1}",0.9517349896823357,0.9368421052631579,0.9473684210526315,0.9621052631578947,0.9589905362776026,0.9437729900157645,0.9414856341976173,0.9159133907925163,0.7776276276276276,0.5447188649500788,0.01717152228439128,0.03472892147404978,0.08817287285355971,0.17595986880185222,0.34651746092996333,0.5184256222265098,0.8406328381246383,0.9992282461894656,1.0,0.033724895793861315,0.06700167504187605,0.1615411806291976,0.29735898271926964,0.5069150437482359,0.6686574592509642,0.8766599597585513,0.8746094739508571,0.7052660225881072,0.464004203888597,0.47314766158696797,0.5014188124014713,0.5470310036784025,0.6327903310562271,0.7201261166579086,0.8711508145034157,0.8439306358381503,0.5447188649500788,2019/6/14 4:36
0,test2,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=200,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2}",0.966360227641939,0.9101123595505618,0.9329608938547486,0.9709821428571429,0.9732441471571907,0.9632107023411371,0.9643255295429208,0.9460423634336678,0.7507564898869247,0.5309330063538067,0.017006088599622087,0.035061935754776404,0.0913289943313038,0.18328784379592694,0.36279655679193784,0.5448246903212262,0.8908251102246483,0.9897123661557842,1.0,0.03338829348722177,0.06758397409955484,0.16695451928612554,0.30848056537102475,0.5270703065426262,0.6962704588140597,0.9176038062283737,0.8538308277485962,0.6936071064511431,0.47720432504737487,0.4863448890870583,0.5161074573626129,0.5637052725448668,0.654330620889533,0.747631256270204,0.9150596366068443,0.8200869468286701,0.5309330063538067,2019/6/14 4:36
1,test2,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=200,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5}",0.965580941573552,0.898876404494382,0.9329608938547486,0.9709821428571429,0.9732441471571907,0.9620958751393534,0.9639539204756596,0.945819397993311,0.7510750119445772,0.5309330063538067,0.016796136888515643,0.035061935754776404,0.0913289943313038,0.18328784379592694,0.36237665336972497,0.5446147386101197,0.8906151585135419,0.990132269577997,1.0,0.03297609233305853,0.06758397409955484,0.16695451928612554,0.30848056537102475,0.5264602714656093,0.6960021464985243,0.9173875432525952,0.8541930809635935,0.6936071064511431,0.47698138446104116,0.4863448890870583,0.5161074573626129,0.5637052725448668,0.6538847397168654,0.7474083156838702,0.9148366960205105,0.8205328280013376,0.5309330063538067,2019/6/14 4:36
2,test2,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=200,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 10}",0.9682240979061507,0.9325842696629213,0.9497206703910615,0.9709821428571429,0.9754738015607581,0.9626532887402452,0.9639539204756596,0.9451505016722408,0.7533046663481446,0.5309330063538067,0.01742599202183498,0.03569179088809574,0.0913289943313038,0.18370774721813982,0.3625866050808314,0.5446147386101197,0.8899853033802225,0.9930715935334873,1.0,0.03421269579554823,0.06879805746661272,0.16695451928612554,0.30918727915194344,0.5267652890041178,0.6960021464985243,0.9167387543252595,0.8567288534685745,0.6936071064511431,0.47765020622004234,0.48701371084605954,0.5161074573626129,0.5641511537175343,0.6541076803031992,0.7474083156838702,0.9141678742615094,0.82365399621001,0.5309330063538067,2019/6/14 4:37
3,test2,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=200,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'min_samples_split': 2}",0.9307508607621007,1.0,0.9664804469273743,0.9642857142857143,0.9520624303232998,0.9520624303232998,0.9531772575250836,0.9449275362318841,0.7217709826405478,0.5309330063538067,0.01868570228847365,0.03632164602141508,0.09069913919798446,0.17929876128490446,0.3585975225698089,0.5385261389880327,0.8897753516691161,0.9515011547344111,1.0,0.036685902720527616,0.07001214083367058,0.16580310880829013,0.3017667844522968,0.520969955772457,0.688221089348001,0.9165224913494809,0.8208657851838436,0.6936071064511431,0.4789878497380448,0.4876825326050607,0.5154386356036116,0.5594694014045257,0.6498718091628581,0.7409430386801917,0.9139449336751756,0.7795117601159292,0.5309330063538067,2019/6/14 4:37
